Naam,Pesar,Dokhtar,Rate
ضحا,1.0,1.0,معمولي
ضحاك,1.0,,بسيار نادر
ضحي,,1.0,معمولي
ضرغام,1.0,,معمولي
ضرغامه,,1.0,بسيار نادر
ضيا,1.0,,معمولي
ضياءالدين,1.0,,معمولي
ضيافت,1.0,,بسيار نادر
ضيغم,1.0,,معمولي
طارق,1.0,,بسيار نادر
طالب,1.0,,معمولي
طالع,1.0,,بسيار نادر
طالوت,1.0,,بسيار نادر
طاوس,,1.0,معمولي
طاووس,,1.0,معمولي
طاها,1.0,,پركاربرد
طاهر,1.0,,معمولي
طاهره,,1.0,معمولي
طائر,1.0,,معمولي
طباطبا,1.0,,بسيار نادر
طراوت,,1.0,معمولي
طرب انگيز,,1.0,بسيار نادر
طرب آرا,,1.0,بسيار نادر
طرحان,1.0,,بسيار نادر
طرخان,1.0,,بسيار نادر
طرفه,,1.0,معمولي
طرق,1.0,,بسيار نادر
طرلان,,1.0,بسيار نادر
طره,,1.0,معمولي
طره خاتون,,1.0,بسيار نادر
طرهان,1.0,,بسيار نادر
طغاتركان,,1.0,بسيار نادر
طغاتيمور,1.0,,بسيار نادر
طغان,1.0,,بسيار نادر
طغرل,1.0,,بسيار نادر
طلا,,1.0,معمولي
طلاسان,,1.0,بسيار نادر
طلاگون,,1.0,بسيار نادر
طلاناز,,1.0,معمولي
طلايه,,1.0,بسيار نادر
طلب علي,1.0,,بسيار نادر
طلحه,1.0,,بسيار نادر
طلعت,,1.0,معمولي
طلوع,,1.0,معمولي
طليعه,,1.0,معمولي
طمغاج,1.0,,بسيار نادر
طناز,,1.0,معمولي
طنان,,1.0,معمولي
طنين,,1.0,معمولي
طوبي,,1.0,معمولي
طورگ,1.0,,بسيار نادر
طوس,1.0,,معمولي
طوش,1.0,,بسيار نادر
طوطي,,1.0,معمولي
طوطيا,,1.0,بسيار نادر
طوطيانوش,1.0,,بسيار نادر
طوفان,1.0,,بسيار نادر
طه,1.0,,معمولي
طهماسپ,1.0,,معمولي
طهمورث,1.0,,معمولي
طهور,1.0,,معمولي
طهورا,,1.0,معمولي
طيب,1.0,,معمولي
طيبه,,1.0,معمولي
طيفور,1.0,,بسيار نادر
طيلا,,1.0,بسيار نادر
طينوش,1.0,,بسيار نادر
طيهوج,1.0,,بسيار نادر
ظافر,1.0,,بسيار نادر
ظريف,1.0,1.0,معمولي
ظريفه,,1.0,معمولي
ظفر,1.0,,معمولي
ظفرداد,1.0,,بسيار نادر
ظفردخت,,1.0,بسيار نادر
ظهور,1.0,,معمولي
ظهيرالدين,1.0,,معمولي
ظهيره,,1.0,معمولي
عابد,1.0,,معمولي
عابده,,1.0,معمولي
عابس,1.0,,بسيار نادر
عاتكه,,1.0,بسيار نادر
عاد,1.0,,بسيار نادر
عادل,1.0,,معمولي
عادله,,1.0,معمولي
عاديات,,1.0,بسيار نادر
عارف,1.0,,معمولي
عارف پاشا,1.0,,بسيار نادر
عارفه,,1.0,معمولي
عاشق,1.0,,بسيار نادر
عاشور,1.0,,بسيار نادر
عاصفه,,1.0,معمولي
عاصم,1.0,,بسيار نادر
عاطف,1.0,,بسيار نادر
عاطفه,,1.0,پركاربرد
عاقله,,1.0,بسيار نادر
عاكف,1.0,,بسيار نادر
عالم,,1.0,بسيار نادر
عالم تاج,,1.0,بسيار نادر
عالمه,,1.0,معمولي
عاليه,,1.0,معمولي
عامر,1.0,,معمولي
عامره,,1.0,معمولي
عاموس,1.0,,بسيار نادر
عايشه,,1.0,بسيار نادر
عباد,1.0,,معمولي
عبادالله,1.0,,بسيار نادر
عباس,1.0,,پركاربرد
عبدالامين,1.0,,معمولي
عبدالباسط,1.0,,بسيار نادر
عبدالباقي,1.0,,بسيار نادر
عبدالجبار,1.0,,بسيار نادر
عبدالجليل,1.0,,بسيار نادر
عبدالجواد,1.0,,معمولي
عبدالحسن,1.0,,معمولي
عبدالحسين,1.0,,معمولي
عبدالحق,1.0,,معمولي
عبدالحليم,1.0,,بسيار نادر
عبدالحميد,1.0,,معمولي
عبدالحي,1.0,,بسيار نادر
عبدالخالق,1.0,,بسيار نادر
عبدالرحمان,1.0,,معمولي
عبدالرحمن,1.0,,معمولي
عبدالرحيم,1.0,,معمولي
عبدالرزاق,1.0,,معمولي
عبدالرسول,1.0,,معمولي
عبدالرشيد,1.0,,بسيار نادر
عبدالرضا,1.0,,معمولي
عبدالرفيع,1.0,,بسيار نادر
عبدالستار,1.0,,بسيار نادر
عبدالصمد,1.0,,معمولي
عبدالعزيز,1.0,,بسيار نادر
عبدالعظيم,1.0,,معمولي
عبدالعلي,1.0,,بسيار نادر
عبدالغفار,1.0,,بسيار نادر
عبدالغفور,1.0,,بسيار نادر
عبدالغني,1.0,,بسيار نادر
عبدالفتاح,1.0,,معمولي
عبدالقادر,1.0,,بسيار نادر
عبدالقاهر,1.0,,معمولي
عبدالكريم,1.0,,معمولي
عبداللطيف,1.0,,بسيار نادر
عبدالله,1.0,,معمولي
عبدالمجيد,1.0,,بسيار نادر
عبدالمحمد,1.0,,بسيار نادر
عبدالملك,1.0,,بسيار نادر
عبدالناصر,1.0,,بسيار نادر
عبدالنبي,1.0,,بسيار نادر
عبدالواحد,1.0,,بسيار نادر
عبدالوهاب,1.0,,بسيار نادر
عبدالهادي,1.0,,بسيار نادر
عبيدالله,1.0,,بسيار نادر
عثمان,1.0,,بسيار نادر
عجب نوش,,1.0,بسيار نادر
عدل,1.0,,بسيار نادر
عدن,1.0,,بسيار نادر
عدنان,1.0,,بسيار نادر
عذرا,,1.0,بسيار نادر
عرشيا,1.0,,پركاربرد
عرشيان,,1.0,بسيار نادر
عرفان,1.0,1.0,پركاربرد
عرفانه,,1.0,معمولي
عروج,1.0,,معمولي
عزالدين,1.0,,بسيار نادر
عزالنسا,,1.0,بسيار نادر
عزت,1.0,1.0,بسيار نادر
عزت الزمان,,1.0,معمولي
عزت السادات,,1.0,معمولي
عزت الله,1.0,,معمولي
عزت الملوك,,1.0,بسيار نادر
عزت بانو,,1.0,بسيار نادر
عزت زمان,,1.0,بسيار نادر
عزت ملك,,1.0,بسيار نادر
عزت نسا,,1.0,بسيار نادر
عزرا,1.0,,معمولي
عزير,,1.0,بسيار نادر
عزيز,1.0,,معمولي
عزيزالدين,1.0,,بسيار نادر
عزيزالله,1.0,,معمولي
عزيزه,,1.0,معمولي
عسكر,1.0,,بسيار نادر
عسل,,1.0,پركاربرد
عسل ناز,,1.0,معمولي
عشرت,,1.0,معمولي
عشرت الملوك,,1.0,بسيار نادر
عصار,1.0,,بسيار نادر
عصمت,,1.0,معمولي
عصمت الملوك,,1.0,بسيار نادر
عضد,1.0,,بسيار نادر
عضدالدين,1.0,,معمولي
عضدالملك,1.0,,بسيار نادر
عطا,1.0,,معمولي
عطاالله,1.0,,معمولي
عطارد,1.0,,بسيار نادر
عطرساي,,1.0,بسيار نادر
عطرين,,1.0,بسيار نادر
عطية الله,,1.0,بسيار نادر
عطيه,,1.0,معمولي
عظيم,1.0,,معمولي
عظيمه,,1.0,معمولي
عفاف,,1.0,معمولي
عفت,,1.0,معمولي
عفيف الدين,1.0,,بسيار نادر
عفيفه,,1.0,معمولي
عقيق,,1.0,معمولي
عقيل,1.0,,معمولي
عقيله,,1.0,معمولي
علا,1.0,,معمولي
علوان,1.0,,بسيار نادر
علويه,,1.0,معمولي
علي,1.0,,پركاربرد
علي اصغر,1.0,,پركاربرد
علي اكبر,1.0,,پركاربرد
علي داد,1.0,,بسيار نادر
علي مراد,1.0,,معمولي
علي مردان,1.0,,بسيار نادر
علي نقي,1.0,,معمولي
علي يار,1.0,,معمولي
عليا,,1.0,بسيار نادر
عليرضا,1.0,,پركاربرد
عليم,1.0,,معمولي
عماد,1.0,,معمولي
عمادالدين,1.0,,معمولي
عمادالملك,1.0,,بسيار نادر
عمار,1.0,,معمولي
عمران,1.0,,معمولي
عمرو,1.0,,بسيار نادر
عميد,1.0,,معمولي
عميدالدين,1.0,,بسيار نادر
عنايت,1.0,,معمولي
عنايت الله,1.0,,معمولي
عنبر,,1.0,بسيار نادر
عنبربو,,1.0,بسيار نادر
عندليب,1.0,,بسيار نادر
عنقا,,1.0,معمولي
عهديه,,1.0,معمولي
عيار,1.0,,معمولي
عيسا,1.0,,بسيار نادر
عيسي,1.0,,معمولي
عين الدين,1.0,,بسيار نادر
عين الزمان,1.0,,بسيار نادر
عين الله,1.0,,معمولي
عينعلي,1.0,,بسيار نادر
غاتفر,1.0,,بسيار نادر
غاثر,1.0,,بسيار نادر
غازان,1.0,,بسيار نادر
غازي,1.0,,بسيار نادر
غالب,1.0,,بسيار نادر
غانيه,,1.0,بسيار نادر
غباد,1.0,,بسيار نادر
غدير,1.0,,معمولي
غديره,,1.0,معمولي
غزال,,1.0,بسيار نادر
غزاله,,1.0,معمولي
غزل,,1.0,پركاربرد
غزل ناز,,1.0,بسيار نادر
غضنفر,1.0,,بسيار نادر
غفار,1.0,,بسيار نادر
غفور,1.0,,بسيار نادر
غلام,1.0,,بسيار نادر
غلامرضا,1.0,,بسيار نادر
غلامعلي,1.0,,بسيار نادر
غمزه,,1.0,معمولي
غنج,,1.0,بسيار نادر
غنچه,,1.0,معمولي
غوغا,,1.0,معمولي
غياث,1.0,,بسيار نادر
غياث الدين,1.0,,معمولي
فَرَوَشي,1.0,,بسيار نادر
فَرهود,1.0,,معمولي
فاتح,1.0,,بسيار نادر
فاتك,1.0,,بسيار نادر
فاتن,,1.0,بسيار نادر
فاتيما,,1.0,معمولي
فاخته,,1.0,معمولي
فاديا,1.0,1.0,بسيار نادر
فارا,,1.0,بسيار نادر
فارد,1.0,,بسيار نادر
فارناس,1.0,,بسيار نادر
فارناسس,1.0,,بسيار نادر
فارناك,1.0,,بسيار نادر
فاروق,1.0,,بسيار نادر
فارهه,,1.0,بسيار نادر
فارياب,1.0,,معمولي
فاسيروس,,1.0,بسيار نادر
فاضل,1.0,,معمولي
فاطر,1.0,,معمولي
فاطمه,,1.0,پركاربرد
فاطمه زهرا,,1.0,پركاربرد
فاطن,1.0,,بسيار نادر
فاطيما,,1.0,پركاربرد
فام گل,,1.0,بسيار نادر
فانيذ,,1.0,بسيار نادر
فايحه,,1.0,بسيار نادر
فايديم,,1.0,بسيار نادر
فايز,1.0,,بسيار نادر
فايض,1.0,,بسيار نادر
فايضه,,1.0,معمولي
فايق,1.0,,بسيار نادر
فايقه,,1.0,معمولي
فائحه,,1.0,بسيار نادر
فائز,1.0,,بسيار نادر
فائزه,,1.0,پركاربرد
فائض,1.0,,بسيار نادر
فائضه,,1.0,معمولي
فائقه,,1.0,معمولي
فتاح,1.0,,معمولي
فتانه,,1.0,معمولي
فتح الدين,1.0,,معمولي
فتح الله,1.0,,معمولي
فتحعلي,1.0,,معمولي
فتنه,,1.0,بسيار نادر
فتوت,1.0,,بسيار نادر
فخرالدين,1.0,,معمولي
فخرالزمان,,1.0,معمولي
فخرالسادات,,1.0,معمولي
فخرالملك,1.0,,بسيار نادر
فخرالملوك,,1.0,بسيار نادر
فخرايران,,1.0,بسيار نادر
فخرآفاق,,1.0,بسيار نادر
فخرجهان,,1.0,بسيار نادر
فخرگل,,1.0,بسيار نادر
فخري,,1.0,معمولي
فخيم,1.0,,بسيار نادر
فخيمه,,1.0,معمولي
فداك,1.0,,بسيار نادر
فرابرز,1.0,,بسيار نادر
فراتاگون,,1.0,بسيار نادر
فراچهر,,1.0,بسيار نادر
فرادخت,1.0,,بسيار نادر
فراراد,1.0,,بسيار نادر
فرارنگ,,1.0,بسيار نادر
فراز,1.0,1.0,بسيار نادر
فرازان,1.0,,بسيار نادر
فرازمان,1.0,,بسيار نادر
فرازمند,1.0,,بسيار نادر
فرازنده,,1.0,بسيار نادر
فراست,1.0,,معمولي
فراسياك,1.0,,بسيار نادر
فرام,1.0,,بسيار نادر
فرامرز,1.0,,معمولي
فرانسيس,1.0,,بسيار نادر
فرانك,,1.0,معمولي
فرانه,,1.0,معمولي
فراوك,1.0,,بسيار نادر
فراهت,,1.0,بسيار نادر
فراهل,1.0,,بسيار نادر
فراهيم,1.0,,بسيار نادر
فراهين,1.0,,بسيار نادر
فراييم,1.0,,بسيار نادر
فرايين,1.0,,بسيار نادر
فرآذر,,1.0,بسيار نادر
فربُد,1.0,,معمولي
فربو,,1.0,بسيار نادر
فربود,1.0,,بسيار نادر
فربين,1.0,,بسيار نادر
فرپرك,,1.0,بسيار نادر
فرتاش,1.0,,معمولي
فرتوس,1.0,,بسيار نادر
فرتوك,,1.0,بسيار نادر
فرج,1.0,,معمولي
فرجاد,1.0,,بسيار نادر
فرجام,1.0,,معمولي
فرجود,1.0,,بسيار نادر
فرجهان,,1.0,بسيار نادر
فرح,,1.0,معمولي
فرح انگيز,,1.0,بسيار نادر
فرح بانو,,1.0,بسيار نادر
فرح بخش,,1.0,بسيار نادر
فرح دخت,,1.0,بسيار نادر
فرح نوش,,1.0,بسيار نادر
فرحان,1.0,,بسيار نادر
فرحانه,,1.0,بسيار نادر
فرحت,1.0,,معمولي
فرحتاج,,1.0,بسيار نادر
فرحناز,,1.0,معمولي
فرخ,1.0,1.0,معمولي
فرخ بانو,,1.0,بسيار نادر
فرخ بخش,,1.0,بسيار نادر
فرخ بد,1.0,,بسيار نادر
فرخ به,1.0,,بسيار نادر
فرخ پي,1.0,,بسيار نادر
فرخ تاج,,1.0,بسيار نادر
فرخ تاش,1.0,,بسيار نادر
فرخ چهر,,1.0,معمولي
فرخ داد,1.0,,بسيار نادر
فرخ زات,1.0,,بسيار نادر
فرخ زند,1.0,,بسيار نادر
فرخ شاد,1.0,,بسيار نادر
فرخ لقا,,1.0,معمولي
فرخ ماه,,1.0,بسيار نادر
فرخ ناز,,1.0,معمولي
فرخ يار,1.0,,بسيار نادر
فرخ يسار,1.0,,بسيار نادر
فرخروز,,1.0,بسيار نادر
فرخزاد,1.0,,بسيار نادر
فرخنده,,1.0,معمولي
فرخنده پي,1.0,,بسيار نادر
فرخنده چهر,,1.0,بسيار نادر
فرداد,1.0,,معمولي
فرداد منش,1.0,,بسيار نادر
فردان,1.0,,معمولي
فردخت,,1.0,معمولي
فردوس,1.0,1.0,معمولي
فرديس,,1.0,معمولي
فردين,1.0,,معمولي
فرزاد,1.0,,معمولي
فرزام,1.0,,معمولي
فرزان,1.0,1.0,معمولي
فرزان دخت,,1.0,بسيار نادر
فرزانه,,1.0,معمولي
فرزن,1.0,,بسيار نادر
فرزنه,1.0,,بسيار نادر
فرزيان,1.0,,بسيار نادر
فرزين,1.0,,معمولي
فرساد,1.0,,بسيار نادر
فرسام,1.0,,بسيار نادر
فرستو,,1.0,بسيار نادر
فرسمن,1.0,,بسيار نادر
فرسيما,,1.0,بسيار نادر
فرش آورد,1.0,,بسيار نادر
فرشاد,1.0,,معمولي
فرشاسب,1.0,,بسيار نادر
فرشته,,1.0,پركاربرد
فرشوشتر,1.0,,بسيار نادر
فرشيد,1.0,,معمولي
فرشيدورد,1.0,,بسيار نادر
فرشيده,,1.0,معمولي
فرشيم,1.0,,بسيار نادر
فرصت,1.0,,معمولي
فرض,1.0,,بسيار نادر
فرطوس,1.0,,بسيار نادر
فرغار,1.0,,بسيار نادر
فرغان,1.0,,بسيار نادر
فرغانه,,1.0,بسيار نادر
فرقان,1.0,,بسيار نادر
فرقد,1.0,,بسيار نادر
فرگل,,1.0,معمولي
فرگون,,1.0,بسيار نادر
فرمان,1.0,,معمولي
فرمد,1.0,,بسيار نادر
فرمند,1.0,,معمولي
فرمنش,1.0,,معمولي
فرمهر,,1.0,بسيار نادر
فرميسك,,1.0,بسيار نادر
فرمين,1.0,,معمولي
فرناد,1.0,,معمولي
فرناز,,1.0,معمولي
فرناس,1.0,,بسيار نادر
فرناك,1.0,,بسيار نادر
فرنام,1.0,,بسيار نادر
فرند,1.0,,بسيار نادر
فرنگار,,1.0,بسيار نادر
فرنگيز,,1.0,بسيار نادر
فرنگيس,,1.0,معمولي
فرنو,,1.0,بسيار نادر
فرنواز,,1.0,بسيار نادر
فرنود,1.0,,معمولي
فرنور,1.0,,بسيار نادر
فرنوش,1.0,1.0,معمولي
فرنوشا,,1.0,معمولي
فرني,,1.0,بسيار نادر
فرنيا,,1.0,بسيار نادر
فرنيان,,1.0,معمولي
فرواك,1.0,,بسيار نادر
فرود,1.0,,بسيار نادر
فرورتيش,1.0,,بسيار نادر
فروردين,,1.0,بسيار نادر
فروز,,1.0,بسيار نادر
فروزا,,1.0,معمولي
فروزاتون,,1.0,بسيار نادر
فروزان,,1.0,معمولي
فروزانفر,1.0,,معمولي
فروزجهان,,1.0,بسيار نادر
فروزش,,1.0,معمولي
فروزنده,,1.0,معمولي
فروزينه,,1.0,بسيار نادر
فروشنك,,1.0,بسيار نادر
فروغ,,1.0,معمولي
فروغ بانو,,1.0,بسيار نادر
فروغ دخت,,1.0,بسيار نادر
فروهر,1.0,,معمولي
فروهل,1.0,,بسيار نادر
فروهنده,,1.0,بسيار نادر
فره وش,,1.0,بسيار نادر
فرهاد,1.0,,معمولي
فرهام,1.0,,بسيار نادر
فرهان,1.0,,بسيار نادر
فرهت,,1.0,بسيار نادر
فرهمند,1.0,,معمولي
فرهناز,,1.0,معمولي
فرهنگ,1.0,1.0,معمولي
فرهور,,1.0,بسيار نادر
فرهوش,1.0,,بسيار نادر
فرهوشداد,1.0,,بسيار نادر
فرهومند,1.0,,بسيار نادر
فري توس,1.0,,بسيار نادر
فرياد,1.0,1.0,معمولي
فريار,,1.0,بسيار نادر
فريال,,1.0,بسيار نادر
فريان,1.0,,بسيار نادر
فريانه,,1.0,بسيار نادر
فريبا,,1.0,معمولي
فريبرز,1.0,,بسيار نادر
فريتون,1.0,,بسيار نادر
فريد,1.0,,معمولي
فريدالدين,1.0,,معمولي
فريدالزمان,1.0,,بسيار نادر
